 000000">\n 	 : 1
 verses"}}]},"shortcode":"BnXGMgQFs6_","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/781fe306aaf313c613c2253a3175d26c/5C2BF2BA/t51.2885-15/e35/40206126_687178858324591_6035013371673785248_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"7945944074"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/01983cf4b65b1cd364d7b6173bc732d2/5C16EB5F/t51.2885-15/sh0.08/e35/s640x640/40206126_687178858324591_6035013371673785248_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1fa945c4597f5e485214fbe8eaecbdf5/5C2E69F8/t51.2885-15/e35/s150x150/40206126_687178858324591_6035013371673785248_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/fbd18fa5e1d1bdb800e2d463985cea12/5C197EB2/t51.2885-15/e35/s240x240/40206126_687178858324591_6035013371673785248_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/766123db836151f7335ed1f1f63136d1/5C2C9608/t51.2885-15/e35/s320x320/40206126_687178858324591_6035013371673785248_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/d6d3cede7fa1bac70450ec5c6b6ff6d7/5C2DE552/t51.2885-15/e35/s480x480/40206126_687178858324591_6035013371673785248_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/01983cf4b65b1cd364d7b6173bc732d2/5C16EB5F/t51.2885-15/sh0.08/e35/s640x640/40206126_687178858324591_6035013371673785248_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984210488005570","edge_media_to_caption":{"edges":[{"node":{"text":"Aquela 	 : 1
 nailsmicaeleribeiro 	 : 1
 studiothamiresalmeida 	 : 1
 nailsart 	 : 1
 unhaslindas 	 : 1
 alongamentos 	 : 1
 francesinha 	 : 1
 unharose 	 : 1
 nailstudio 	 : 1
 unhaevida 	 : 1
 lacrou 	 : 1
 rj 	 : 1
 camposdosgoytacazes 	 : 1
 cacheada\\n#acrigel 	 : 1
 fibradevidro\\n#inspira\\u00e7\\u00e3o 	 : 1
 aben\\u00e7oada 	 : 1
 life 	 : 1
 brasil 	 : 1
 moda 	 : 1
 micaeleribeiro 	 : 1
 modafeminina 	 : 1
 goodgirls 	 : 1
 goodvibes 	 : 1
 blogueira 	 : 1
 lovenailart"}}]},"shortcode":"BnXGMYzhhPC","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185836,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/5b89d8aec9fb9817414f302730f284b7/5C175974/t51.2885-15/e35/39910776_555112524902962_9138133363226855209_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"8515346667"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/8197da2e4961fdea246b358deee98c4b/5C25E391/t51.2885-15/sh0.08/e35/s640x640/39910776_555112524902962_9138133363226855209_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/97d7a4bb12d2f558f9dd00889ac533bd/5C15D736/t51.2885-15/e35/s150x150/39910776_555112524902962_9138133363226855209_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/3cb3ee8180649f48099c0e55fef9669e/5C2EDB7C/t51.2885-15/e35/s240x240/39910776_555112524902962_9138133363226855209_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ff434e44749e79f673327a086b1fc571/5C2654C6/t51.2885-15/e35/s320x320/39910776_555112524902962_9138133363226855209_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/8d38592d278be0cafea9be7dac3fc39e/5C19609C/t51.2885-15/e35/s480x480/39910776_555112524902962_9138133363226855209_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/8197da2e4961fdea246b358deee98c4b/5C25E391/t51.2885-15/sh0.08/e35/s640x640/39910776_555112524902962_9138133363226855209_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984209859855174","edge_media_to_caption":{"edges":[{"node":{"text":"Cliente: 	 : 1
 Gr\\u00e1fica 	 : 1
 cartaodevisita 	 : 1
 arte 	 : 1
 designer\\n#for\\u00e7a 	 : 1
 facce 	 : 1
 followmenow 	 : 1
 follow4folow 	 : 1
 F\\u00e9 	 : 1
 felicidade 	 : 1
 niigga 	 : 1
 niggasbelike 	 : 1
 instapic 	 : 2
 style 	 : 2
 fitness 	 : 2
 fit 	 : 2
 fitnessaddict 	 : 2
 workout 	 : 2
 beautiful 	 : 2
 fashionblogger 	 : 2
 girl 	 : 2
 instalike 	 : 2
 instagram 	 : 2
 goals 	 : 2
 repost 	 : 2
 fitfam 	 : 2
 unhadasemana 	 : 2
 followme 	 : 3
 cute 	 : 3
 fashion 	 : 4
 instagood 	 : 5
 love 	 : 14
